Case Number,Product Info,Case Owner,VENDOR,Case Origin,Customer Request,Type Leve 1,Type Level 2,Type Level 3,Cloesed Date,1-CR,2-CSAT,3-DSAT Reason,4-Satisfaction Driver,5-Open Suggestion,Work Order,SN,Service Center,Service Type,month,week,dayweek
CASE001208,,Agent_048,TP,Phone,Individual,Billing,Account,Question,2024-07-28,,,,,,,,,,julio,30,Sunday
CASE001209,,Agent_017,TP,Chat,Individual,General,Hardware,Installation,2024-09-08,,,,,,,,,Premium,septiembre,36,Sunday
CASE001210,Product C,Agent_038,NOT TP,Phone,Individual,General,Hardware,Configuration,2024-09-27,,,,,,,,,,septiembre,39,Friday
CASE001211,Product B,Agent_035,NOT TP,Web,Business,Technical,Account,Error,2024-07-26,,,,,,,,,,julio,30,Friday
CASE001212,,Agent_037,NOT TP,Web,Business,Billing,Other,Question,2024-09-30,,,,,,,,,Express,septiembre,40,Monday
CASE001213,Product C,Agent_012,TP,Email,Business,Billing,Account,Question,2024-08-09,,,,,,,,,,agosto,32,Friday
CASE001214,,Agent_025,NOT TP,Chat,Individual,General,Hardware,Question,2024-08-21,,,,,,,,,,agosto,34,Wednesday
CASE001215,Product C,Agent_042,TP,Web,Business,Technical,Software,Configuration,2024-09-24,,,,,,,,,Express,septiembre,39,Tuesday
CASE001216,,Agent_025,TP,Chat,Individual,Billing,Account,Question,2024-09-22,,,,,,,,,,septiembre,38,Sunday
CASE001217,,Agent_024,NOT TP,Phone,Individual,Billing,Account,Configuration,2024-08-17,,,,,,,,,Express,agosto,33,Saturday
CASE001218,Product A,Agent_038,NOT TP,Web,Business,Technical,Other,Question,2024-08-26,,,,,,,,,,agosto,35,Monday
CASE001219,,Agent_042,NOT TP,Email,Individual,Billing,Hardware,Question,2024-09-05,,,,,,,,,,septiembre,36,Thursday
CASE001220,Product A,Agent_005,NOT TP,Web,Individual,General,Software,Configuration,2024-08-27,,,,,,,,,,agosto,35,Tuesday
CASE001221,Product B,Agent_034,NOT TP,Email,Individual,Technical,Account,Configuration,2024-07-16,,,,,,WO6215,,,,julio,29,Tuesday
CASE001222,Product C,Agent_017,TP,Chat,Individual,Billing,Account,Error,2024-08-01,,,,,,WO6613,,,Standard,agosto,31,Thursday
CASE001223,Product A,Agent_025,TP,Email,Business,Billing,Account,Installation,2024-07-29,,,,,,,,,Express,julio,31,Monday
CASE001224,Product A,Agent_015,TP,Phone,Individual,General,Software,Question,2024-07-09,,,,,,WO8417,,,,julio,28,Tuesday
CASE001225,,Agent_034,TP,Phone,Individual,General,Account,Question,2024-08-13,,,,,,,,,,agosto,33,Tuesday
CASE001226,,Agent_026,NOT TP,Phone,Individual,General,Account,Installation,2024-07-03,,,,,,,,,,julio,27,Wednesday
CASE001227,Product B,Agent_023,TP,Web,Business,Billing,Software,Installation,2024-09-14,,,,,,,,,,septiembre,37,Saturday
CASE001228,,Agent_023,NOT TP,Phone,Business,Billing,Account,Installation,2024-09-09,,,,,,,,,,septiembre,37,Monday
CASE001229,Product B,Agent_032,NOT TP,Phone,Individual,Billing,Software,Question,2024-07-30,,,,,,WO6381,,,,julio,31,Tuesday
CASE001230,Product A,Agent_031,NOT TP,Web,Business,Technical,Other,Question,2024-09-14,,,,,,,,,Express,septiembre,37,Saturday
CASE001231,,Agent_039,NOT TP,Chat,Business,General,Software,Question,2024-07-29,,,,,,,,,Premium,julio,31,Monday
CASE001232,Product A,Agent_001,NOT TP,Phone,Individual,Technical,Other,Configuration,2024-07-01,,,,,,,,,,julio,27,Monday
CASE001233,,Agent_033,NOT TP,Phone,Individual,General,Software,Error,2024-07-10,,,,,,,,,,julio,28,Wednesday
CASE001234,Product A,Agent_009,TP,Web,Individual,Billing,Hardware,Error,2024-09-29,,,,,,,,,,septiembre,39,Sunday
CASE001235,Product B,Agent_029,NOT TP,Chat,Business,Technical,Account,Installation,2024-09-19,,Dissatisfied,,,,WO3843,,,,septiembre,38,Thursday
CASE001236,Product A,Agent_011,TP,Chat,Individual,Technical,Other,Installation,2024-07-08,,,,,,,,,Premium,julio,28,Monday
CASE001237,,Agent_015,TP,Chat,Individual,General,Account,Question,2024-07-30,,,,,,WO9011,,,,julio,31,Tuesday
CASE001238,Product B,Agent_005,NOT TP,Web,Individual,Technical,Account,Error,2024-07-09,,Satisfied,,,,,,,Standard,julio,28,Tuesday
CASE001239,,Agent_033,TP,Email,Business,Technical,Software,Error,2024-07-05,,,,,,,,,,julio,27,Friday
CASE001240,Product B,Agent_042,NOT TP,Email,Individual,Billing,Hardware,Configuration,2024-08-12,,,,,,,,,,agosto,33,Monday
CASE001241,Product A,Agent_018,NOT TP,Phone,Business,General,Software,Question,2024-07-10,,,,,,,,,Standard,julio,28,Wednesday
CASE001242,Product A,Agent_014,NOT TP,Phone,Business,Technical,Account,Question,2024-09-04,,,,,,,,,,septiembre,36,Wednesday
CASE001243,Product C,Agent_010,TP,Phone,Individual,Billing,Software,Error,2024-07-31,,,,,,,,,Standard,julio,31,Wednesday
CASE001244,Product B,Agent_012,TP,Email,Individual,Technical,Other,Error,2024-08-05,,,,,,WO8293,,,,agosto,32,Monday
CASE001245,,Agent_011,NOT TP,Web,Individual,Billing,Hardware,Configuration,2024-09-24,,,,,,,,,Express,septiembre,39,Tuesday
CASE001246,,Agent_024,NOT TP,Phone,Business,Technical,Account,Configuration,2024-09-01,,,,,,,,,,septiembre,35,Sunday
CASE001247,Product C,Agent_039,NOT TP,Web,Individual,Billing,Software,Question,2024-07-28,,,,,,WO6864,,,,julio,30,Sunday
CASE001248,,Agent_046,NOT TP,Phone,Individual,Billing,Other,Configuration,2024-09-08,,,,,,,,,,septiembre,36,Sunday
CASE001249,Product A,Agent_008,NOT TP,Web,Individual,General,Hardware,Error,2024-07-17,,,,,,WO1138,,,,julio,29,Wednesday
CASE001250,Product B,Agent_043,TP,Web,Individual,Billing,Software,Question,2024-09-12,,,,,,,,,Standard,septiembre,37,Thursday
CASE001251,Product B,Agent_015,TP,Email,Business,Technical,Software,Error,2024-09-12,,,,,,,,,Standard,septiembre,37,Thursday
CASE001252,Product B,Agent_027,NOT TP,Web,Individual,Billing,Account,Question,2024-08-30,,,,,,,,,,agosto,35,Friday
CASE001253,Product B,Agent_022,TP,Chat,Business,Billing,Other,Question,2024-08-01,,,,,,,,,Standard,agosto,31,Thursday
CASE001254,Product B,Agent_047,TP,Email,Individual,Technical,Hardware,Error,2024-08-30,,,,,,,,,,agosto,35,Friday
CASE001255,Product C,Agent_008,NOT TP,Phone,Individual,Technical,Software,Question,2024-08-22,,,,,,,,,,agosto,34,Thursday
CASE001256,Product B,Agent_031,NOT TP,Email,Business,Billing,Hardware,Question,2024-07-25,,,,,,,,,,julio,30,Thursday
CASE001257,Product A,Agent_044,NOT TP,Chat,Individual,Technical,Other,Configuration,2024-07-13,Yes,,,,,,,,,julio,28,Saturday
CASE001258,Product A,Agent_031,NOT TP,Chat,Business,Billing,Account,Error,2024-07-13,,,,,,,,,,julio,28,Saturday
CASE001259,Product B,Agent_031,TP,Web,Individual,Billing,Account,Error,2024-09-23,,,,,,WO5967,,,,septiembre,39,Monday
CASE001260,Product C,Agent_014,NOT TP,Chat,Individual,Billing,Account,Configuration,2024-08-25,,,,,,WO4623,,,,agosto,34,Sunday
CASE001261,,Agent_038,NOT TP,Chat,Individual,Technical,Hardware,Question,2024-08-15,,,,,,,,Center B,,agosto,33,Thursday
CASE001262,,Agent_011,TP,Chat,Business,General,Hardware,Installation,2024-08-24,,,,,,,,,,agosto,34,Saturday
CASE001263,Product C,Agent_042,NOT TP,Chat,Business,General,Software,Installation,2024-08-22,,,,,,,,,,agosto,34,Thursday
CASE001264,Product A,Agent_027,NOT TP,Phone,Individual,Billing,Other,Error,2024-08-29,,,,,,,,,,agosto,35,Thursday
CASE001265,,Agent_002,NOT TP,Phone,Individual,Billing,Other,Configuration,2024-07-07,Yes,,,,,WO4425,,,Standard,julio,27,Sunday
CASE001266,Product B,Agent_016,NOT TP,Email,Individual,Technical,Other,Question,2024-09-25,,,,,,,,,,septiembre,39,Wednesday
CASE001267,Product C,Agent_003,NOT TP,Web,Individual,General,Hardware,Configuration,2024-09-22,,,,,,WO7489,,,,septiembre,38,Sunday
CASE001268,Product C,Agent_009,TP,Phone,Business,General,Account,Question,2024-09-21,,,,,,,,,,septiembre,38,Saturday
CASE001269,Product B,Agent_037,TP,Chat,Individual,General,Other,Error,2024-07-13,,,,,,,,,Premium,julio,28,Saturday
CASE001270,,Agent_038,NOT TP,Web,Business,Technical,Software,Error,2024-07-08,,,,,,,,,,julio,28,Monday
CASE001271,Product C,Agent_011,NOT TP,Phone,Individual,Technical,Hardware,Installation,2024-08-21,,,,,,,,,,agosto,34,Wednesday
CASE001272,Product A,Agent_009,NOT TP,Email,Business,Technical,Account,Configuration,2024-08-13,,,,,,,,,Express,agosto,33,Tuesday
CASE001273,Product C,Agent_041,NOT TP,Chat,Individual,Billing,Other,Error,2024-07-14,No,,,,,,,,,julio,28,Sunday
CASE001274,,Agent_033,NOT TP,Web,Individual,Technical,Account,Configuration,2024-08-01,,,,,,,,,,agosto,31,Thursday
CASE001275,,Agent_003,NOT TP,Phone,Business,Billing,Software,Error,2024-07-25,,,,,,,,,,julio,30,Thursday
CASE001276,Product A,Agent_037,NOT TP,Web,Individual,Billing,Other,Question,2024-07-25,,,,,,,,,Premium,julio,30,Thursday
CASE001277,,Agent_010,NOT TP,Phone,Business,Billing,Other,Question,2024-09-07,,,,,,,,,,septiembre,36,Saturday
CASE001278,Product B,Agent_004,NOT TP,Email,Business,Billing,Account,Installation,2024-08-27,,,,,,,,,Express,agosto,35,Tuesday
CASE001279,Product C,Agent_011,NOT TP,Chat,Individual,Technical,Hardware,Error,2024-07-18,,,,,,,,,,julio,29,Thursday
CASE001280,Product B,Agent_017,NOT TP,Email,Individual,Technical,Account,Installation,2024-08-24,,,,,,WO4734,,,,agosto,34,Saturday
CASE001281,Product C,Agent_012,TP,Chat,Individual,General,Software,Installation,2024-07-24,,,,,,WO5494,,,,julio,30,Wednesday
CASE001282,Product A,Agent_034,TP,Chat,Individual,General,Account,Error,2024-08-05,,,,,,,,,,agosto,32,Monday
CASE001283,Product B,Agent_026,TP,Web,Individual,Billing,Account,Error,2024-08-29,,,,,,,,,Standard,agosto,35,Thursday
CASE001284,Product C,Agent_039,NOT TP,Phone,Individual,General,Other,Question,2024-08-01,,,,,,WO9731,,,,agosto,31,Thursday
CASE001285,Product B,Agent_037,TP,Email,Individual,General,Hardware,Installation,2024-07-10,,,,,,,,,,julio,28,Wednesday
CASE001286,Product A,Agent_041,NOT TP,Email,Individual,General,Hardware,Question,2024-08-26,,,,,,,,,,agosto,35,Monday
CASE001287,Product B,Agent_002,NOT TP,Email,Individual,Billing,Hardware,Configuration,2024-09-09,,,,,,WO1032,,,,septiembre,37,Monday
CASE001288,Product B,Agent_047,TP,Web,Individual,General,Hardware,Configuration,2024-07-13,,,,,,WO1849,,,,julio,28,Saturday
CASE001289,,Agent_047,NOT TP,Web,Individual,Technical,Account,Installation,2024-07-07,,,,,,WO6292,,,,julio,27,Sunday
CASE001290,Product C,Agent_043,TP,Web,Individual,Billing,Other,Installation,2024-09-22,,,,,,,,,Standard,septiembre,38,Sunday
CASE001291,Product C,Agent_019,TP,Chat,Individual,Technical,Other,Error,2024-09-08,Yes,,,,,WO5489,,,,septiembre,36,Sunday
CASE001292,Product A,Agent_006,NOT TP,Email,Individual,Billing,Hardware,Error,2024-07-02,,Very dissatisfied,Lack of communication skills,,,,,Center C,Standard,julio,27,Tuesday
CASE001293,Product B,Agent_014,TP,Chat,Individual,Technical,Account,Installation,2024-07-12,,Very satisfied,,Promise fulfillment,,,,,,julio,28,Friday
CASE001294,Product B,Agent_029,TP,Email,Individual,General,Hardware,Installation,2024-07-31,,,,,,,,,,julio,31,Wednesday
CASE001295,Product B,Agent_039,NOT TP,Email,Business,Billing,Hardware,Configuration,2024-07-22,,,,,,,,,,julio,30,Monday
CASE001296,Product A,Agent_031,NOT TP,Phone,Individual,Technical,Other,Question,2024-08-22,,,,,,,,,Express,agosto,34,Thursday
CASE001297,Product C,Agent_031,TP,Email,Individual,Billing,Other,Configuration,2024-09-01,,,,,,,,,,septiembre,35,Sunday
CASE001298,Product A,Agent_011,NOT TP,Web,Business,Technical,Hardware,Configuration,2024-08-31,,,,,,,,,,agosto,35,Saturday
CASE001299,,Agent_015,TP,Web,Business,General,Account,Question,2024-07-28,,Very satisfied,,Problem-solving,,WO9723,,,,julio,30,Sunday
CASE001300,Product C,Agent_027,TP,Web,Individual,Billing,Hardware,Installation,2024-08-21,,,,,,,,,,agosto,34,Wednesday
CASE001301,Product B,Agent_039,NOT TP,Phone,Individual,Billing,Other,Installation,2024-07-08,,Very satisfied,,Service attitude,,,,,,julio,28,Monday
CASE001302,Product C,Agent_010,NOT TP,Phone,Individual,Technical,Other,Configuration,2024-07-22,,,,,,,,,,julio,30,Monday
CASE001303,,Agent_038,NOT TP,Chat,Individual,Technical,Account,Configuration,2024-08-18,,,,,,,,,,agosto,33,Sunday
CASE001304,,Agent_050,NOT TP,Email,Business,General,Hardware,Question,2024-07-01,,,,,,,,,Standard,julio,27,Monday
CASE001305,Product C,Agent_012,NOT TP,Email,Individual,Technical,Hardware,Error,2024-08-19,,,,,,,,,,agosto,34,Monday
CASE001306,,Agent_040,NOT TP,Web,Business,Technical,Software,Error,2024-08-03,,,,,,,,,,agosto,31,Saturday
CASE001307,Product C,Agent_043,TP,Web,Individual,Technical,Hardware,Installation,2024-08-28,,,,,,WO7943,,,,agosto,35,Wednesday
CASE001308,Product C,Agent_033,NOT TP,Web,Business,General,Account,Error,2024-08-06,,,,,,WO5095,,,,agosto,32,Tuesday
CASE001309,Product B,Agent_017,TP,Web,Individual,General,Other,Installation,2024-08-24,,,,,,,,,Express,agosto,34,Saturday
CASE001310,,Agent_011,NOT TP,Web,Individual,Billing,Software,Installation,2024-09-28,,,,,,,,,,septiembre,39,Saturday
CASE001311,Product B,Agent_047,TP,Web,Individual,General,Account,Installation,2024-09-10,Yes,,,,,,,,,septiembre,37,Tuesday
CASE001312,Product C,Agent_044,TP,Email,Individual,Technical,Account,Question,2024-09-23,,,,,,,,,,septiembre,39,Monday
CASE001313,Product A,Agent_022,NOT TP,Phone,Individual,Billing,Software,Configuration,2024-09-30,,,,,,,,,,septiembre,40,Monday
CASE001314,Product A,Agent_030,NOT TP,Web,Business,General,Hardware,Error,2024-09-01,,,,,,,,,,septiembre,35,Sunday
CASE001315,Product A,Agent_039,NOT TP,Email,Individual,General,Software,Question,2024-07-20,,,,,,,,,,julio,29,Saturday
CASE001316,,Agent_038,NOT TP,Web,Business,Technical,Account,Error,2024-07-25,,,,,,,,,,julio,30,Thursday
CASE001317,Product C,Agent_005,TP,Chat,Individual,Technical,Hardware,Question,2024-08-07,,,,,,WO5102,,,,agosto,32,Wednesday
CASE001318,Product C,Agent_015,TP,Chat,Individual,General,Other,Error,2024-07-28,,,,,,,,Center A,Standard,julio,30,Sunday
CASE001319,Product C,Agent_025,TP,Email,Business,Billing,Software,Error,2024-07-08,,,,,,,,,,julio,28,Monday
CASE001320,Product A,Agent_025,NOT TP,Phone,Individual,Technical,Account,Configuration,2024-09-13,,,,,,WO1891,,,,septiembre,37,Friday
CASE001321,Product B,Agent_009,NOT TP,Chat,Individual,General,Hardware,Error,2024-09-08,,,,,,WO9514,,,,septiembre,36,Sunday
CASE001322,,Agent_007,NOT TP,Chat,Individual,General,Account,Question,2024-07-08,,,,,,,,,,julio,28,Monday
CASE001323,Product B,Agent_002,TP,Phone,Individual,Technical,Hardware,Error,2024-08-10,,,,,,WO8184,,,,agosto,32,Saturday
CASE001324,Product B,Agent_013,NOT TP,Chat,Business,Billing,Hardware,Configuration,2024-07-08,,,,,,,,,,julio,28,Monday
CASE001325,Product C,Agent_034,NOT TP,Web,Individual,Billing,Software,Error,2024-07-07,No,,,,,,,,,julio,27,Sunday
CASE001326,Product C,Agent_033,NOT TP,Phone,Individual,Billing,Other,Question,2024-09-13,,,,,,,,,,septiembre,37,Friday
CASE001327,Product C,Agent_044,NOT TP,Chat,Business,Technical,Hardware,Error,2024-08-31,Yes,,,,,,,,,agosto,35,Saturday
CASE001328,Product C,Agent_027,NOT TP,Phone,Individual,Technical,Account,Configuration,2024-09-03,,,,,,,,,,septiembre,36,Tuesday
CASE001329,Product C,Agent_010,TP,Web,Individual,Technical,Hardware,Configuration,2024-09-06,,,,,,,,,,septiembre,36,Friday
CASE001330,,Agent_039,TP,Chat,Business,Billing,Other,Configuration,2024-07-21,,,,,,,,,,julio,29,Sunday
CASE001331,Product C,Agent_007,NOT TP,Email,Individual,Billing,Account,Configuration,2024-07-08,,,,,,WO2065,,,,julio,28,Monday
CASE001332,Product B,Agent_012,TP,Chat,Business,Technical,Hardware,Installation,2024-09-04,,,,,,,,,,septiembre,36,Wednesday
CASE001333,,Agent_031,TP,Chat,Individual,Technical,Hardware,Configuration,2024-07-11,,,,,,,,,Standard,julio,28,Thursday
CASE001334,,Agent_040,TP,Web,Business,Technical,Software,Error,2024-07-24,,,,,,WO1897,,,Standard,julio,30,Wednesday
CASE001335,Product B,Agent_039,TP,Email,Business,Billing,Other,Error,2024-07-09,,,,,,,,,Standard,julio,28,Tuesday
CASE001336,,Agent_003,NOT TP,Email,Individual,General,Hardware,Error,2024-09-15,,,,,,,,,,septiembre,37,Sunday
CASE001337,Product A,Agent_035,NOT TP,Email,Individual,General,Other,Error,2024-07-09,No,,,,,,,,Express,julio,28,Tuesday
CASE001338,Product B,Agent_033,NOT TP,Web,Individual,Billing,Hardware,Installation,2024-09-25,,,,,,,,,,septiembre,39,Wednesday
CASE001339,Product C,Agent_049,TP,Web,Business,Technical,Account,Installation,2024-07-31,,Very satisfied,,Problem processing time,,,,,Standard,julio,31,Wednesday
CASE001340,Product C,Agent_008,NOT TP,Web,Individual,Technical,Other,Installation,2024-08-21,,,,,,,,,Premium,agosto,34,Wednesday
CASE001341,Product A,Agent_006,NOT TP,Web,Individual,Technical,Account,Error,2024-07-16,,,,,,,,,,julio,29,Tuesday
CASE001342,,Agent_031,TP,Web,Individual,Technical,Other,Question,2024-09-11,,,,,,,,,,septiembre,37,Wednesday
CASE001343,,Agent_043,NOT TP,Email,Business,Billing,Account,Question,2024-08-01,,,,,,,,,,agosto,31,Thursday
CASE001344,,Agent_009,TP,Phone,Individual,General,Hardware,Error,2024-09-13,,,,,,,,,,septiembre,37,Friday
CASE001345,,Agent_039,NOT TP,Web,Individual,General,Account,Configuration,2024-09-15,,,,,,,,,,septiembre,37,Sunday
CASE001346,Product C,Agent_035,NOT TP,Phone,Individual,Billing,Account,Configuration,2024-07-06,,Very satisfied,,,,,,,,julio,27,Saturday
CASE001347,Product A,Agent_001,TP,Chat,Individual,Technical,Hardware,Error,2024-09-18,,,,,,,,,,septiembre,38,Wednesday
CASE001348,,Agent_050,TP,Chat,Individual,General,Other,Configuration,2024-07-11,,,,,,,,,,julio,28,Thursday
CASE001349,,Agent_044,NOT TP,Web,Individual,Billing,Account,Configuration,2024-08-23,,,,,,,,,Standard,agosto,34,Friday
CASE001350,Product A,Agent_042,NOT TP,Chat,Business,Technical,Software,Question,2024-09-23,,,,,,WO2659,,,,septiembre,39,Monday
CASE001351,Product A,Agent_028,NOT TP,Phone,Business,General,Software,Error,2024-09-13,,,,,,,,,,septiembre,37,Friday
CASE001352,,Agent_034,NOT TP,Chat,Individual,Billing,Account,Installation,2024-09-11,,,,,,WO1425,,,,septiembre,37,Wednesday
CASE001353,Product C,Agent_027,TP,Chat,Individual,General,Account,Question,2024-09-05,,,,,,,,,Standard,septiembre,36,Thursday
CASE001354,,Agent_024,TP,Phone,Individual,General,Account,Error,2024-08-10,,,,,,,,,,agosto,32,Saturday
CASE001355,,Agent_003,NOT TP,Chat,Individual,Billing,Other,Error,2024-08-03,,,,,,,,,,agosto,31,Saturday
CASE001356,,Agent_045,TP,Web,Individual,Billing,Hardware,Question,2024-07-27,,,,,,,,,,julio,30,Saturday
CASE001357,Product A,Agent_034,NOT TP,Phone,Individual,General,Software,Configuration,2024-09-24,,,,,,,,,,septiembre,39,Tuesday
CASE001358,,Agent_028,NOT TP,Phone,Individual,General,Software,Configuration,2024-09-30,,,,,,,,,,septiembre,40,Monday
CASE001359,,Agent_015,NOT TP,Email,Business,Billing,Other,Question,2024-08-10,Yes,,,,,,,Center A,,agosto,32,Saturday
CASE001360,,Agent_031,TP,Email,Business,Technical,Account,Error,2024-07-31,,,,,,,,,,julio,31,Wednesday
CASE001361,Product B,Agent_050,NOT TP,Phone,Individual,Technical,Account,Installation,2024-08-03,,,,,,,,,,agosto,31,Saturday
CASE001362,,Agent_025,NOT TP,Phone,Individual,Technical,Hardware,Error,2024-08-20,,,,,,,,,,agosto,34,Tuesday
CASE001363,,Agent_023,NOT TP,Email,Business,Technical,Hardware,Installation,2024-07-17,,,,,,,,,,julio,29,Wednesday
CASE001364,Product A,Agent_038,NOT TP,Web,Business,Billing,Software,Installation,2024-09-24,,,,,,,,,,septiembre,39,Tuesday
CASE001365,,Agent_048,TP,Chat,Individual,Technical,Hardware,Error,2024-09-21,,,,,,,,,,septiembre,38,Saturday
CASE001366,Product A,Agent_049,NOT TP,Chat,Individual,General,Software,Error,2024-08-08,,,,,,,,,Standard,agosto,32,Thursday
CASE001367,,Agent_045,NOT TP,Chat,Individual,Technical,Other,Error,2024-08-28,,,,,,,,,,agosto,35,Wednesday
CASE001368,,Agent_037,TP,Phone,Individual,Billing,Account,Installation,2024-08-10,,,,,,,,,,agosto,32,Saturday
CASE001369,Product A,Agent_007,TP,Web,Individual,Technical,Account,Configuration,2024-07-10,Yes,,,,,,,,Standard,julio,28,Wednesday
CASE001370,,Agent_028,TP,Email,Individual,Technical,Software,Installation,2024-07-02,,,,,,,,,Standard,julio,27,Tuesday
CASE001371,,Agent_009,TP,Web,Individual,Billing,Account,Installation,2024-08-28,,,,,,,,,,agosto,35,Wednesday
CASE001372,Product A,Agent_017,TP,Web,Individual,Technical,Other,Installation,2024-09-18,,,,,,WO6861,,,Premium,septiembre,38,Wednesday
